"HouseId","MSSubClass.20","MSSubClass.30","MSSubClass.45","MSSubClass.50","MSSubClass.60","MSSubClass.70","MSSubClass.75","MSSubClass.80","MSSubClass.85","MSSubClass.120","MSSubClass.160","MSSubClass.180","MSZoning.C..all.","MSZoning.FV","MSZoning.RH","MSZoning.RL","MSZoning.RM","LotFrontage","LotArea","Street.Grvl","Alley.Grvl","Alley.None","Alley.Pave","LotShape.IR1","LotShape.IR2","LotShape.IR3","LotShape.Reg","LandContour.Bnk","LandContour.HLS","LandContour.Low","LandContour.Lvl","LotConfig.Corner","LotConfig.CulDSac","LotConfig.FR2","LotConfig.Inside","LandSlope.Gtl","LandSlope.Mod","LandSlope.Sev","Neighborhood.Blmngtn","Neighborhood.BrDale","Neighborhood.BrkSide","Neighborhood.ClearCr","Neighborhood.CollgCr","Neighborhood.Crawfor","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.IDOTRR","Neighborhood.MeadowV","Neighborhood.Mitchel","Neighborhood.NAmes","Neighborhood.NoRidge","Neighborhood.NPkVill","Neighborhood.NridgHt","Neighborhood.NWAmes","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.SawyerW","Neighborhood.Somerst","Neighborhood.StoneBr","Neighborhood.SWISU","Neighborhood.Timber","Neighborhood.Veenker","Condition1.Artery","Condition1.Feedr","Condition1.Norm","Condition1.PosA","Condition1.PosN","Condition1.RRAe","Condition1.RRAn","Condition2.Feedr","Condition2.Norm","BldgType.1Fam","BldgType.2fmCon","BldgType.Duplex","BldgType.Twnhs","BldgType.TwnhsE","HouseStyle.1.5Fin","HouseStyle.1.5Unf","HouseStyle.1Story","HouseStyle.2.5Unf","HouseStyle.2Story","HouseStyle.SFoyer","HouseStyle.SLvl","OverallQual","OverallCond","RoofStyle.Flat","RoofStyle.Gable","RoofStyle.Gambrel","RoofStyle.Hip","RoofStyle.Mansard","RoofMatl.CompShg","RoofMatl.Tar.Grv","RoofMatl.WdShngl","Exterior1st.AsbShng","Exterior1st.BrkFace","Exterior1st.CemntBd","Exterior1st.HdBoard","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.Stucco","Exterior1st.VinylSd","Exterior1st.Wd.Sdng","Exterior1st.WdShing","Exterior2nd.AsbShng","Exterior2nd.Brk.Cmn","Exterior2nd.BrkFace","Exterior2nd.CmentBd","Exterior2nd.HdBoard","Exterior2nd.ImStucc","Exterior2nd.MetalSd","Exterior2nd.Plywood","Exterior2nd.Stucco","Exterior2nd.VinylSd","Exterior2nd.Wd.Sdng","Exterior2nd.Wd.Shng","MasVnrType.BrkCmn","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","MasVnrArea","ExterQual.Ex","ExterQual.Fa","ExterQual.Gd","ExterQual.TA","ExterCond.Fa","ExterCond.Gd","ExterCond.TA","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","Foundation.Slab","Foundation.Stone","BsmtQual.Ex","BsmtQual.Fa","BsmtQual.Gd","BsmtQual.TA","BsmtCond.Fa","BsmtCond.Gd","BsmtCond.TA","BsmtExposure.Av","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtFinType1.ALQ","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinSF1","BsmtFinType2.ALQ","BsmtFinType2.BLQ","BsmtFinType2.GLQ","BsmtFinType2.LwQ","BsmtFinType2.Rec","BsmtFinType2.Unf","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC.Ex","HeatingQC.Fa","HeatingQC.Gd","HeatingQC.TA","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual.Ex","KitchenQual.Fa","KitchenQual.Gd","KitchenQual.TA","TotRmsAbvGrd","Functional.Maj1","Functional.Min1","Functional.Min2","Functional.Mod","Functional.Typ","Fireplaces","FireplaceQu.Ex","FireplaceQu.Fa","FireplaceQu.Gd","FireplaceQu.None","FireplaceQu.Po","FireplaceQu.TA","GarageType.2Types","GarageType.Attchd","GarageType.Basment","GarageType.BuiltIn","GarageType.CarPort","GarageType.Detchd","GarageFinish.Fin","GarageFinish.RFn","GarageFinish.Unf","GarageCars","GarageArea","GarageQual.Fa","GarageQual.Gd","GarageQual.TA","GarageCond.Fa","GarageCond.Gd","GarageCond.Po","GarageCond.TA","PavedDrive.N","PavedDrive.P","PavedDrive.Y","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","Fence.GdPrv","Fence.GdWo","Fence.MnPrv","Fence.MnWw","Fence.None","MiscFeature.None","MiscFeature.Shed","MoSold.1","MoSold.2","MoSold.3","MoSold.4","MoSold.5","MoSold.6","MoSold.7","MoSold.8","MoSold.9","MoSold.10","MoSold.11","MoSold.12","YrSold.2006","YrSold.2007","YrSold.2008","YrSold.2009","YrSold.2010","SaleType.COD","SaleType.ConLD","SaleType.New","SaleType.WD","SaleCondition.Abnorml","SaleCondition.Alloca","SaleCondition.Family","SaleCondition.Normal","SaleCondition.Partial","MSSubClassordered","MSZoningordered","LandContourordered","LotConfigordered","LandSlopeordered","Neighborhoodbins","GoodNeighborhood","GreatNeighborhood","Condition1nums","BldgTypenums","HouseStylenums","OverallQualcat.3","OverallQualcat.4","OverallQualcat.5","OverallQualcat.6","OverallQualcat.7","OverallQualcat.8","OverallQualcat.9","OverallQualcat.10","OverallQualGood","OverallCondcat.3","OverallCondcat.4","OverallCondcat.5","OverallCondcat.6","OverallCondcat.7","OverallCondcat.8","OverallCondcat.9","OverallCondBad","RoofStylenums","Exterior1stnums","Exterior2ndnums","MasVnrTypenums","ExterQualnums","ExterCondnums","Foundationnums","BsmtQualnums","BsmtCondnums","BsmtExposurenums","BsmtFinType1nums","BsmtFinType2nums","NoGasHeat","BadHeating","HeatingQCnums","NoCentralAir","HasFuse","KitchenQualnums","BadFireplace","FireplaceQunums","GarageDetach","GarageTypenums","GarageFinishnums","BadGarageQ","GarageQualnums","BadGarageC","GarageCondnums","Fencenums","MoSoldnums","SummerSale","SaleTypenums","SaleTypePrem","SaleConditionnums","LogGrLivArea","GrLivAreabin","NoGarage","NoBasement","TotalHouseArea","X1stLin","TotalBath","Age","AgeLin","VNewSale","Agebin","Remodeled","RemodAge","RemodSale","RemodAgeLin","MasVnrAreaLin","LotFrontagebin","DeckPorchLin","HasWoodDeck","HasOpenPorch","HasEnclosedPorch","Has3SsnPorch","HasScreenPorch","HasDeckorPorch","X2ndLin","LotAreabin","AllSizesSum","AllSizesSumLin","AreasSum","LivArea","LivAreaWt","GarageAge","GarageAgeLin","SalePrice"
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.150684931506849,0.0334198041552735,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.1225,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.322669104204753,0,0,0,0,0,1,0,0.0642123287671233,0.266999376169682,1,0,0,0,0.180373185901866,0.456196581196581,0,0.345554997488699,0.333333333333333,0,0.666666666666667,0.5,0.375,0.333333333333333,0,0,1,0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.5,0.394244604316547,0,0,1,0,0,0,1,0,0,1,0,0.111517367458867,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.75,0.333333333333333,0,0,0.8,1,0,0.375,0.75,0.857142857142857,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.785714285714286,0.866666666666667,0.666666666666667,0.666666666666667,0.5,1,0.75,0.75,0.25,1,0.666666666666667,0,0,1,0,0,0.666666666666667,1,0.2,0,0.833333333333333,0.666666666666667,0,0.8,0,1,0.75,0.727272727272727,0,0.625,0,0.8,0.637943828882954,0.555555555555556,0,0,0.678245977228871,0.41508118804207,0.573138478391542,0.0367647058823529,0.885746022072937,0,0,0,0.0833333333333333,0,0.831475867535997,0.528045139570224,0.333333333333333,0.243936399526017,0,1,0,0,0,1,0.698662065665113,0.444444444444444,0.0471345911035617,0.467972804025101,0.536765238884262,0.581830480696077,0.585055725317042,0.0467289719626168,0.781240199145813,12.247694320221
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.202054794520548,0.0387950174110169,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.555555555555556,0.875,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.446983546617916,0,0,0,0,0,1,0,0.121575342465753,0.393636930754835,1,0,0,0,0.320663441603317,0,0,0.233048719236565,0,0.5,0.666666666666667,0,0.375,0.333333333333333,0,0,0,1,0.333333333333333,0,0,0,0,1,0.333333333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.5,0.330935251798561,0,0,1,0,0,0,1,0,0,1,0.347724620770128,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.666666666666667,0.75,0.333333333333333,0.5,0,0.8,1,0,0.125,0.75,0.571428571428571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0.428571428571429,0.266666666666667,0.333333333333333,0.333333333333333,0.5,0.6,0.75,0.75,1,0.666666666666667,0.666666666666667,0,0,1,0,0,0.333333333333333,1,0.6,0,0.833333333333333,0.666666666666667,0,0.8,0,1,0.75,0.181818181818182,1,0.625,0,0.8,0.519177739391679,0.333333333333333,0,0,0.67276116007922,0.586223739671632,0.384364990796501,0.227941176470588,0.481286083565535,0,0.3,0,0.516666666666667,0,0.288538427933739,0.113758241340253,0.5,0.379947856642391,1,0,0,0,0,1,0.591844584041022,0.666666666666667,0.0518307914505536,0.48891860217035,0.525688734558625,0.549596966648451,0.517524036019401,0.289719626168224,0.365826715786782,12.109010932687
3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.160958904109589,0.0465072799083877,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.10125,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.222120658135283,0,0,0,0,0,1,0,0.185787671232877,0.286961946350593,1,0,0,0,0.20248790601244,0.462606837606838,0,0.364640883977901,0.333333333333333,0,0.666666666666667,0.5,0.375,0.333333333333333,0,0,1,0,0.333333333333333,0,0,0,0,1,0.333333333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.5,0.437410071942446,0,0,1,0,0,0,1,0,0,1,0,0.076782449725777,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.75,0.333333333333333,0,0,0.8,1,0,0.375,0.75,0.857142857142857,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.785714285714286,0.866666666666667,0.666666666666667,0.666666666666667,0.5,1,0.75,0.75,0.5,1,0.666666666666667,0,0,1,0,0,0.666666666666667,1,0.6,0,0.833333333333333,0.666666666666667,0,0.8,0,1,0.75,1,0,0.625,0,0.8,0.654945819499006,0.555555555555556,0,0,0.695900599669056,0.446874546753964,0.573138478391542,0.0514705882352941,0.832874397950516,0,0,1,0.1,0,0.79700585378311,0.48774323357241,0.333333333333333,0.22058479145674,0,1,0,0,0,1,0.703883050856869,0.777777777777778,0.0611686907865454,0.525593579804825,0.563330291516358,0.555589084345621,0.577516169434098,0.0654205607476635,0.720693045728176,12.3171666930358
4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.133561643835616,0.0385613124868541,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.0987202925045704,0,0,0,0,0,1,0,0.231164383561644,0.235807860262009,0,0,1,0,0.216655148583276,0.403846153846154,0,0.347312908086389,0.333333333333333,0,0.333333333333333,0,0.375,0.333333333333333,0,0,1,0,0.416666666666667,0,0,0,0,1,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.75,0.461870503597122,0,0,1,0,0,0,1,0,0,1,0,0.0639853747714808,0.492753623188406,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6,0.75,0.333333333333333,0.25,0,0.8,1,0,0.375,0.75,0.857142857142857,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.357142857142857,0.2,0.333333333333333,0.333333333333333,0.5,0.2,0.5,1,0.25,0.666666666666667,0.666666666666667,0,0,0.75,0,0,0.666666666666667,0,0.8,1,0.333333333333333,0.333333333333333,0,0.8,0,1,0.75,0.727272727272727,0,0.625,0,0.2,0.639541063790177,0.555555555555556,0,0,0.665976849191005,0.466099034923757,0.188438408654102,0.669117647058823,0.139788597041211,0,0.9,1,0.6,0,0.226628718820871,0.113758241340253,0.166666666666667,0.121828830592978,0,1,1,0,0,1,0.653280076154758,0.666666666666667,0.0519170852673746,0.489286269814822,0.493227790750968,0.488791905865108,0.532589224999107,0.0747663551401869,0.694331683741292,11.8493977015914
5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.215753424657534,0.0605763163429853,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.777777777777778,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.21875,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.299360146252285,0,0,0,0,0,1,0,0.209760273972603,0.357142857142857,1,0,0,0,0.280234968901175,0.5625,0,0.468106479156203,0.333333333333333,0,0.666666666666667,0.5,0.5,0.333333333333333,0,0,1,0,0.583333333333333,0,0,0,0,1,0.333333333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.75,0.601438848920863,0,0,1,0,0,0,1,0,0,1,0.224037339556593,0.153564899451554,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.75,0.333333333333333,0.5,0,1,1,1,0.375,0.75,0.857142857142857,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.2,0.785714285714286,0.866666666666667,0.666666666666667,0.666666666666667,0.5,1,0.75,0.75,0.75,1,0.666666666666667,0,0,1,0,0,0.666666666666667,1,0.6,0,0.833333333333333,0.666666666666667,0,0.8,0,1,0.75,0.909090909090909,0,0.625,0,0.8,0.736107565522148,0.777777777777778,0,0,0.766144277430194,0.543334664883485,0.573138478391542,0.0588235294117647,0.808880240187633,0,0,0,0.133333333333333,0,0.733391555912894,0.653657577078724,0.5,0.404861539896518,1,1,0,0,0,1,0.777579519228372,1,0.0836505009583155,0.594548363031593,0.699508462988093,0.655082678877959,0.672884632004963,0.0747663551401869,0.694331683741292,12.4292161968444
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.219178082191781,0.0598985720629134,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.444444444444444,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.3345521023766,0,0,0,0,0,1,0,0.0273972602739726,0.248284466625078,1,0,0,0,0.159640635798203,0.302350427350427,0,0.258161727774987,0.333333333333333,0,0.333333333333333,0.5,0.125,0.333333333333333,0,0,0,1,0.25,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.5,0.345323741007194,0,0,1,0,0,0,1,0,0,1,0.0466744457409568,0.0548446069469835,0,0.62992125984252,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.266666666666667,0.75,0.333333333333333,0,0,0.4,0,0,0.375,0.75,0.142857142857143,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.785714285714286,0.866666666666667,0.333333333333333,0.333333333333333,0.5,0.8,0.75,0.75,0.25,1,0.666666666666667,0,0,1,0,0,0.333333333333333,1,0.2,0,0.833333333333333,0.333333333333333,0,0.8,0,1,0.25,0.272727272727273,0,0.625,0,0.8,0.548987121546149,0.333333333333333,0,0,0.620689709771838,0.383035643621368,0.309756549568392,0.117647058823529,0.65879918061531,0,0.1,1,0.233333333333333,0,0.577293979658482,0.113758241340253,0.666666666666667,0.437097167653352,1,1,0,1,0,1,0.547185298107208,1,0.0695437327980089,0.553982369529205,0.51315731084558,0.521460862564608,0.511530522561747,0.149532710280374,0.538591934844396,11.870599909242
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.184931506849315,0.0410572810769123,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.777777777777778,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.11625,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.625685557586837,0,0,0,0,0,1,0,0.135702054794521,0.525888958203369,1,0,0,0,0.469937802349689,0,0,0.341536916122551,0.333333333333333,0,0.666666666666667,0,0.375,0.333333333333333,0,0,1,0,0.416666666666667,0,0,0,0,1,0.333333333333333,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.5,0.457553956834532,0,0,1,0,0,0,1,0,0,1,0.2975495915986,0.104204753199269,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.666666666666667,0.75,0.333333333333333,0,0,0.8,1,0,0.375,0.75,0.571428571428571,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.2,0.785714285714286,0.866666666666667,1,0.666666666666667,0.5,1,1,0.75,0.75,1,0.666666666666667,0,0,1,0,0,0.666666666666667,0,0.8,0,0.833333333333333,0.666666666666667,0,0.8,0,1,0.75,0.818181818181818,0,0.625,0,0.8,0.634268331071487,0.555555555555556,0,0,0.769801285950246,0.715974106459305,0.451820337477252,0.0220588235294118,0.945060491579863,0,0,1,0.0333333333333333,0,0.943348080722117,0.51691612329702,0.5,0.416365724873245,1,1,0,0,0,1,0.591844584041022,0.666666666666667,0.0634895402810453,0.53384086202234,0.660097649746571,0.687361262836481,0.647824552460685,0.0280373831775701,0.856168826167992,12.6346030265693
8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.195205479452055,0.0424501624249223,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,0.625,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.15,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.392595978062157,0,1,0,0,0,0,0.0217096336499322,0.0924657534246575,0.345290081097941,1,0,0,0,0.267104353835522,0.525106837606838,0,0.440984429934706,0.333333333333333,0,0.666666666666667,0.5,0.375,0.333333333333333,0,0,0,1,0.416666666666667,0,0,0,0,1,0.666666666666667,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.5,0.348201438848921,0,0,1,0,0,0,1,0,0,1,0.274212368728121,0.372943327239488,0.41304347826087,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.75,0.333333333333333,0.25,0,0.6,0,0,0.75,0.75,0.857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0.571428571428571,0.533333333333333,1,0.333333333333333,0.5,0.6,0.75,0.75,0.5,0.666666666666667,0.166666666666667,0,0,1,0,0,0.333333333333333,1,0.6,0,0.833333333333333,0.666666666666667,0,0.8,0,1,0.75,0.636363636363636,0,0.625,0,0.8,0.716406220748583,0.777777777777778,0,0,0.751307345225869,0.528455516163133,0.573138478391542,0.264705882352941,0.437319372027973,0,0.3,0,0.6,0,0.226628718820871,0.57143476133061,0.5,0.500857321195482,1,1,1,0,0,1,0.751536011134246,0.666666666666667,0.0643615620089201,0.536860707664261,0.609178523097116,0.674959843477336,0.672804514860041,0.336448598130841,0.324198198324878,12.2060726455302
9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.102739726027397,0.0225291546892893,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.666666666666667,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.407534246575342,0.296943231441048,0,0,1,0,0.237733241188666,0.401709401709402,0,0.36162732295329,0,0,0.666666666666667,0,0.25,0.666666666666667,0,0,0,1,0.5,0,1,0,0,0,0.666666666666667,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.5,0.336690647482014,1,0,0,0,0,0,1,0,0,1,0.105017502917153,0,0.371376811594203,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.266666666666667,0.25,0.333333333333333,0,0,0.2,0,0,0,0.75,0.142857142857143,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.642857142857143,0.2,0.333333333333333,0.333333333333333,0.5,0.2,0.5,0.75,0.25,0.833333333333333,0.666666666666667,0,0,0.75,0,1,0.333333333333333,1,0.6,1,0.333333333333333,0.333333333333333,1,0.4,0,1,0.75,0,0,0.625,0,0.2,0.652309933587943,0.555555555555556,0,0,0.698347751898077,0.493233152491774,0.309421470627453,0.566176470588235,0.196170388931787,0,0.7,1,0.966666666666667,0,0.0157077321550393,0.113758241340253,0,0.167086175709926,1,0,1,0,0,1,0.651314164889018,0.333333333333333,0.0377512739692431,0.419600039480327,0.50165169881057,0.454633670670873,0.520397584579206,0.719626168224299,0.101258201434732,11.7745202026587
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0993150684931507,0.0286054827175209,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.444444444444444,0.625,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.388939670932358,0,0,0,0,0,1,0,0.0599315068493151,0.309107922645041,1,0,0,0,0.25673807878369,0,0,0.186589653440482,0.333333333333333,0,0.333333333333333,0,0.25,0.666666666666667,0,0,0,1,0.25,0,0,0,0,1,0.666666666666667,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.25,0.147482014388489,0,1,0,0,0,0,1,0,0,1,0,0.00731261425959781,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.2,0.75,0.333333333333333,0.25,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0.428571428571429,0.266666666666667,0.333333333333333,0.333333333333333,0.5,0.2,0.5,0.75,0.25,1,0.666666666666667,0,0,1,0,0,0.333333333333333,1,0.6,0,0.833333333333333,0.666666666666667,0,1,0,1,0.75,0.0909090909090909,0,0.625,0,0.8,0.457217301415316,0.222222222222222,0,0,0.606528841830233,0.516343123986754,0.188438408654102,0.507352941176471,0.232587759260401,0,0.6,1,0.966666666666667,0,0.0157077321550393,0.113758241340253,0,0.173206979852637,0,1,0,0,0,1,0.591844584041022,0.333333333333333,0.0351579176847823,0.404349020017527,0.375398910329722,0.487747627667125,0.456227520024772,0.644859813084112,0.134443507071607,11.6784399034478
