Id,SalePrice
1461,120076.851637
1462,162860.779612
1463,186025.208213
1464,197153.442085
1465,191042.50974
1466,172553.17233
1467,177959.064371
1468,165546.95523
1469,188499.567065
1470,125546.180344
1471,187052.797703
1472,94574.1537789
1473,96421.1693242
1474,148143.558106
1475,119283.134929
1476,357413.749439
1477,245948.986368
1478,290261.64043
1479,267438.437756
1480,498158.987906
1481,328326.725591
1482,208512.878402
1483,174175.463916
1484,163078.477123
1485,183815.88626
1486,195148.524492
1487,329097.457074
1488,235585.47729
1489,193836.81854
1490,234898.382759
1491,190364.217992
1492,97658.9118681
1493,178022.513284
1494,287221.041796
1495,290472.341737
1496,229169.480858
1497,183325.173964
1498,161507.876402
1499,160981.268119
1500,161801.399185
1501,180945.126805
1502,150131.106045
1503,286636.973145
1504,239894.56465
1505,225444.946171
1506,190160.406733
1507,239426.929959
1508,195947.279835
1509,164315.253272
1510,146982.424702
1511,146909.515188
1512,173482.683976
1513,143494.294837
1514,155185.874175
1515,188303.313632
1516,148549.53192
1517,163799.150659
1518,128968.281978
1519,213064.253069
1520,131990.696846
1521,136443.494074
1522,171160.17304
1523,116671.37795
1524,126753.839715
1525,126255.515833
1526,117166.115338
1527,106947.131465
1528,136534.068724
1529,150829.07895
1530,182879.554131
1531,112938.762609
1532,98636.5173048
1533,144789.906199
1534,117099.694925
1535,154219.219527
1536,113258.540005
1537,68514.7101082
1538,157604.314082
1539,184331.04397
1540,101119.114831
1541,139625.031289
1542,139932.794306
1543,195775.789072
1544,87673.9866339
1545,115243.323913
1546,125102.277287
1547,129398.377314
1548,133027.608519
1549,113732.084592
1550,130486.142513
1551,108475.040234
1552,142893.985144
1553,144341.695787
1554,115159.260139
1555,171464.176745
1556,92072.6632701
1557,114362.454174
1558,99249.1341354
1559,92797.6609319
1560,133397.966738
1561,134633.830463
1562,129053.539452
1563,124399.092007
1564,158569.533621
1565,148001.052221
1566,234946.213325
1567,80403.1363215
1568,233544.751558
1569,134965.460811
1570,129642.037973
1571,120901.0681
1572,146863.59078
1573,237611.336603
1574,115712.491564
1575,229304.083771
1576,237761.164976
1577,183878.292865
1578,147332.8146
1579,144938.793182
1580,192241.153469
1581,153407.481339
1582,128950.368962
1583,313307.763863
1584,221947.79905
1585,139404.678992
1586,70649.1420184
1587,98950.4405853
1588,155284.354603
1589,100140.105349
1590,132346.742653
1591,98292.369597
1592,118301.567011
1593,117454.005048
1594,137347.856401
1595,111118.272398
1596,222441.243492
1597,193026.619922
1598,203777.21386
1599,166389.433484
1600,158866.463483
1601,72099.9786892
1602,108808.618317
1603,89900.8996858
1604,272230.403622
1605,236076.811443
1606,168745.964156
1607,164300.748184
1608,214045.657853
1609,182972.462315
1610,154526.009056
1611,139968.714495
1612,163178.961548
1613,160668.856346
1614,125803.460268
1615,93249.5577054
1616,80353.6974137
1617,94843.6660743
1618,126498.233586
1619,137360.36372
1620,156401.601316
1621,138308.414039
1622,143199.135765
1623,267335.600796
1624,204137.072352
1625,116945.314997
1626,165081.317512
1627,192014.955816
1628,278164.166112
1629,175359.826413
1630,369382.057564
1631,218782.375308
1632,239875.798686
1633,168211.031616
1634,183504.666051
1635,173634.170891
1636,150584.191018
1637,202828.733065
1638,195243.648321
1639,182203.801051
1640,261081.280852
1641,183947.376558
1642,233034.65082
1643,220017.877051
1644,233841.96295
1645,213184.826321
1646,160774.844925
1647,158941.835546
1648,129783.562263
1649,140926.066234
1650,118586.102187
1651,124717.125321
1652,95811.6748043
1653,98685.3131037
1654,143117.364421
1655,141631.400353
1656,141372.630567
1657,146369.673268
1658,143488.881375
1659,127045.940587
1660,152427.662141
1661,449624.962941
1662,411484.689546
1663,387777.213333
1664,521114.786828
1665,303885.19339
1666,329596.905419
1667,381634.679021
1668,326282.334387
1669,293875.59859
1670,335006.197564
1671,268852.182682
1672,454269.825543
1673,282030.026526
1674,243499.088267
1675,194228.546875
1676,194940.92935
1677,224614.085512
1678,488804.096482
1679,381244.08788
1680,338981.391199
1681,245909.338535
1682,306221.339351
1683,184568.048274
1684,174745.331091
1685,172001.807603
1686,166607.234811
1687,166620.898773
1688,186651.603518
1689,190923.905845
1690,191648.162905
1691,183273.061835
1692,250654.161259
1693,169276.407785
1694,181823.828047
1695,161618.897276
1696,271630.73509
1697,169023.091706
1698,343446.442935
1699,308518.941157
1700,251680.797907
1701,271492.449462
1702,243577.722858
1703,243484.65782
1704,275542.715575
1705,229045.154482
1706,462785.331943
1707,210856.224863
1708,206012.356604
1709,265483.977573
1710,218041.407473
1711,258000.074378
1712,252723.01486
1713,270966.729375
1714,224583.957732
1715,201982.076546
1716,178353.596179
1717,168848.377569
1718,136599.60782
1719,205377.816206
1720,234934.734282
1721,164612.066918
1722,130812.861236
1723,159631.333082
1724,203035.264184
1725,228459.041914
1726,183334.262661
1727,157185.378286
1728,176028.046827
1729,165241.418453
1730,151302.178243
1731,118775.994072
1732,130860.42466
1733,118575.215427
1734,122150.474357
1735,129248.478996
1736,111707.171116
1737,320826.960289
1738,237925.53616
1739,273723.818361
1740,215897.368741
1741,192422.448176
1742,174887.314139
1743,173670.144963
1744,324646.122911
1745,224292.581219
1746,198588.974197
1747,213669.891106
1748,235112.50364
1749,148384.412565
1750,135632.813785
1751,244762.491677
1752,121975.017573
1753,144878.116417
1754,201140.554144
1755,168652.555708
1756,131278.177645
1757,118019.091261
1758,146328.255102
1759,158197.650035
1760,162079.174288
1761,145539.525139
1762,179351.767805
1763,171889.767695
1764,117575.673703
1765,166212.67948
1766,182095.543433
1767,221413.593273
1768,144076.839452
1769,169093.897929
1770,146279.386472
1771,128176.631576
1772,137874.409462
1773,131776.189895
1774,141793.168015
1775,137949.461158
1776,125052.181111
1777,107076.469903
1778,137288.990759
1779,113419.980249
1780,170321.2132
1781,131061.562219
1782,89377.7514597
1783,140202.424913
1784,104921.159219
1785,119177.751722
1786,161818.916441
1787,161915.707539
1788,65257.5236473
1789,99549.609565
1790,83753.5142552
1791,173543.78495
1792,160778.106088
1793,126064.030225
1794,147354.598978
1795,135578.466388
1796,116455.850021
1797,118523.974122
1798,121074.124547
1799,111791.741848
1800,128456.258034
1801,130981.394066
1802,130568.275849
1803,145829.317965
1804,139684.27103
1805,134510.982991
1806,123127.76354
1807,131151.225908
1808,118136.469817
1809,119617.338448
1810,137222.549778
1811,96540.921982
1812,108054.492832
1813,123663.621907
1814,92577.1259597
1815,62272.7052513
1816,94270.1827013
1817,113624.385676
1818,147198.2723
1819,122441.796849
1820,67558.5528184
1821,109873.492275
1822,146450.390293
1823,58729.1539068
1824,126036.348504
1825,134144.663528
1826,104342.38712
1827,101389.662539
1828,131358.465897
1829,112664.471457
1830,137756.631719
1831,147081.316567
1832,89091.7162542
1833,134099.029743
1834,117441.162139
1835,130830.166033
1836,123804.312869
1837,90763.3058098
1838,126780.941427
1839,98195.9015442
1840,150471.070744
1841,142047.538916
1842,86388.0057647
1843,134219.345256
1844,132793.318042
1845,140905.742497
1846,150137.378541
1847,173469.197927
1848,62190.8793403
1849,109761.542239
1850,117231.06347
1851,149759.64286
1852,121658.406378
1853,130160.844675
1854,166289.289233
1855,144302.362742
1856,221591.395557
1857,152774.714638
1858,140890.423163
1859,117986.656618
1860,148275.983697
1861,117189.815729
1862,294330.396731
1863,281120.851136
1864,281161.805616
1865,335611.11567
1866,332904.486018
1867,229322.72778
1868,305375.512938
1869,205190.298685
1870,219073.708389
1871,242687.702516
1872,170578.434516
1873,240031.188457
1874,151693.384294
1875,203720.836556
1876,199257.064579
1877,210934.930067
1878,198767.684254
1879,132552.582625
1880,135271.589084
1881,244436.042653
1882,250012.108771
1883,188018.204494
1884,207618.575281
1885,243675.767686
1886,301141.816866
1887,208503.225881
1888,268572.568107
1889,167759.535224
1890,127392.030251
1891,132654.141956
1892,100309.172808
1893,135074.200105
1894,125592.924579
1895,137567.682946
1896,124996.331907
1897,114283.375542
1898,115155.419367
1899,147775.688077
1900,152229.841351
1901,168757.798608
1902,154478.978198
1903,212647.171712
1904,143847.110345
1905,192756.402745
1906,161488.705626
1907,209590.429592
1908,107044.133254
1909,130579.829514
1910,118844.3415
1911,210524.59617
1912,325477.381815
1913,142457.32918
1914,73400.7916508
1915,319842.986572
1916,67705.185131
1917,239269.350309
1918,140684.212509
1919,168848.057833
1920,151248.86349
1921,407946.537273
1922,317155.077454
1923,223839.505873
1924,237568.306392
1925,203147.157466
1926,392535.541683
1927,135752.810145
1928,151632.719929
1929,125005.545732
1930,123383.248097
1931,138772.627761
1932,140549.008722
1933,181749.047217
1934,182071.50485
1935,170756.778436
1936,194999.755928
1937,182198.166683
1938,170556.641932
1939,240474.924776
1940,187324.531266
1941,169459.43819
1942,186472.525467
1943,210243.880539
1944,338155.388115
1945,380176.091204
1946,151249.793727
1947,322641.541361
1948,176337.424509
1949,243732.967925
1950,181573.637331
1951,249456.899865
1952,215307.913392
1953,165649.467042
1954,185635.817831
1955,137510.621822
1956,303011.386432
1957,158738.272297
1958,302375.832938
1959,139857.542649
1960,113648.348705
1961,119403.946518
1962,96644.2001369
1963,103798.196692
1964,110289.631723
1965,144285.915759
1966,139719.774982
1967,286582.317651
1968,426317.003718
1969,395276.40478
1970,433229.467765
1971,467277.314763
1972,371287.81833
1973,262714.537108
1974,324420.89343
1975,451651.438388
1976,268371.58653
1977,355892.469716
1978,351005.751674
1979,324995.697061
1980,202536.177589
1981,346623.837548
1982,222146.174849
1983,201959.55462
1984,172279.936442
1985,223538.311196
1986,211770.635322
1987,178307.743748
1988,175638.20035
1989,192006.323817
1990,210986.182466
1991,233956.174957
1992,215164.059054
1993,169330.943015
1994,243190.356131
1995,184717.123794
1996,254602.481435
1997,311911.041418
1998,327159.341794
1999,264292.622622
2000,313289.176455
2001,264324.48219
2002,240632.710608
2003,255249.939842
2004,270611.342897
2005,218361.67572
2006,222004.97324
2007,248315.720895
2008,214665.587095
2009,194308.034475
2010,190917.481748
2011,144620.154027
2012,167672.858875
2013,175711.642626
2014,185691.125983
2015,199663.81709
2016,188471.139545
2017,197739.20492
2018,121136.933309
2019,134018.998009
2020,111651.668766
2021,103786.411815
2022,189497.605212
2023,143426.906588
2024,265701.000227
2025,370499.624465
2026,176708.766649
2027,162833.27133
2028,153864.423231
2029,171490.132703
2030,272147.517433
2031,231818.164402
2032,249190.278814
2033,263225.575739
2034,169811.130955
2035,221822.012979
2036,196483.079079
2037,201272.45703
2038,312672.676276
2039,220334.425681
2040,311245.692389
2041,293537.525816
2042,206612.419112
2043,179177.396319
2044,173382.206886
2045,213753.378438
2046,145012.280897
2047,141769.764131
2048,136181.288754
2049,138625.926538
2050,176304.575328
2051,102511.97136
2052,126158.356047
2053,147911.377365
2054,92187.418872
2055,153088.775195
2056,140681.387137
2057,117792.926896
2058,208784.036749
2059,136019.10543
2060,179316.65376
2061,172641.025583
2062,132062.965599
2063,119249.167018
2064,139843.848453
2065,121963.01719
2066,159026.842714
2067,119107.653039
2068,143097.434839
2069,86733.7502869
2070,112974.481831
2071,93522.298631
2072,134597.558349
2073,135270.245831
2074,188971.719871
2075,147999.05481
2076,116654.953743
2077,157219.378564
2078,126560.01391
2079,130931.287896
2080,118552.339212
2081,126176.224747
2082,123714.966811
2083,142728.054432
2084,112394.093317
2085,120725.90696
2086,110060.173274
2087,123687.710702
2088,100297.372972
2089,78425.0783187
2090,127378.34211
2091,111900.651018
2092,127781.428826
2093,123825.074219
2094,112479.726245
2095,142035.280365
2096,83741.7668199
2097,100948.196798
2098,142268.189868
2099,66469.2760234
2100,86117.7548633
2101,112929.822902
2102,130997.617304
2103,103539.520272
2104,139329.824915
2105,127674.85396
2106,71199.3695239
2107,205555.135812
2108,114379.91787
2109,111009.42515
2110,124513.705797
2111,139666.793916
2112,138681.784959
2113,122945.599978
2114,116629.296089
2115,159289.726471
2116,109971.614767
2117,147572.411514
2118,119216.410345
2119,110680.308926
2120,110658.624218
2121,87282.1005302
2122,116359.903915
2123,82264.4252635
2124,157739.453687
2125,128407.205187
2126,143508.338878
2127,151266.341949
2128,124507.909367
2129,90447.9122712
2130,136116.360304
2131,140168.123368
2132,111957.153126
2133,115387.161181
2134,113881.280161
2135,91177.049584
2136,80353.2062459
2137,110073.210693
2138,133295.260627
2139,146894.848708
2140,142810.284725
2141,144806.686883
2142,125270.071098
2143,138657.767701
2144,123997.606271
2145,139387.29232
2146,170876.454612
2147,155946.507687
2148,137010.149769
2149,143842.107024
2150,227506.144215
2151,120129.042898
2152,168301.448897
2153,172578.133474
2154,110371.680162
2155,135625.217396
2156,255083.377521
2157,231359.331533
2158,231203.956134
2159,204083.03282
2160,180923.95455
2161,240766.221216
2162,428332.671543
2163,344946.346952
2164,233527.508467
2165,199222.036234
2166,156478.630555
2167,221908.320574
2168,202037.881595
2169,194634.481872
2170,220125.834152
2171,156139.456087
2172,135699.180712
2173,177036.703958
2174,229461.716617
2175,294527.772786
2176,315125.609163
2177,238486.236239
2178,210474.358629
2179,139913.317748
2180,216670.751351
2181,191592.107217
2182,223984.530955
2183,191475.854776
2184,124339.24972
2185,119016.474414
2186,145730.496871
2187,143849.346541
2188,149264.337195
2189,277377.516684
2190,78873.3106958
2191,82440.844408
2192,95876.5697132
2193,105705.76519
2194,98125.0483277
2195,112967.167409
2196,100296.042272
2197,124758.494701
2198,155531.122154
2199,168530.620906
2200,151810.660368
2201,139528.117573
2202,205779.29667
2203,145009.48213
2204,178954.291331
2205,125844.200809
2206,148789.822402
2207,203712.055236
2208,250895.953344
2209,241073.090722
2210,115718.773045
2211,112686.775701
2212,113989.898767
2213,104134.260262
2214,129716.714659
2215,99685.6711456
2216,144775.563837
2217,66984.5359598
2218,90937.0118895
2219,82076.2294672
2220,79655.3610032
2221,319645.172986
2222,280727.484387
2223,274042.619595
2224,202563.494734
2225,122886.956343
2226,185218.695518
2227,200095.041394
2228,265812.216279
2229,254039.800943
2230,155595.512394
2231,209876.197764
2232,181458.580768
2233,175026.450593
2234,241110.374185
2235,215305.808625
2236,266730.700659
2237,338103.143986
2238,192328.589316
2239,111354.843723
2240,156820.965857
2241,153754.517357
2242,125691.876042
2243,127278.281374
2244,105001.150954
2245,100368.437028
2246,143695.00148
2247,110645.919442
2248,126658.36357
2249,123107.01669
2250,130134.082404
2251,113316.723513
2252,172173.451473
2253,151815.950216
2254,174405.354215
2255,188652.935963
2256,174204.050005
2257,204065.292122
2258,158121.326423
2259,178649.262513
2260,157183.524084
2261,187397.74219
2262,211180.526051
2263,358734.099647
2264,501771.021328
2265,171319.55433
2266,301847.540124
2267,381414.158192
2268,397625.944201
2269,150317.265087
2270,188822.109672
2271,221148.02833
2272,197188.424628
2273,165070.487271
2274,181797.474005
2275,165723.831573
2276,188637.992355
2277,189210.846353
2278,145292.938052
2279,125135.314343
2280,120869.375892
2281,158878.288567
2282,176260.815203
2283,104413.474314
2284,106720.877772
2285,145914.337243
2286,126002.460543
2287,354968.668499
2288,271702.601412
2289,380496.741256
2290,467093.285223
2291,322342.429124
2292,427537.865603
2293,498178.365649
2294,407060.126755
2295,475908.636921
2296,299820.542203
2297,329491.503349
2298,323335.912543
2299,357489.054234
2300,335091.690391
2301,284036.124932
2302,246170.15501
2303,240189.213038
2304,245596.148584
2305,193971.336631
2306,193208.49573
2307,198975.122256
2308,227876.101478
2309,289179.490792
2310,208023.556116
2311,206564.453584
2312,178826.089261
2313,175515.433319
2314,176721.53723
2315,177373.916511
2316,189720.836905
2317,190101.813506
2318,178269.851888
2319,181232.846133
2320,179807.860899
2321,237264.025805
2322,174769.058063
2323,190202.796609
2324,174180.943272
2325,217868.410749
2326,171643.828837
2327,205285.059796
2328,222917.534503
2329,191355.392905
2330,182902.339429
2331,343299.491636
2332,405794.874965
2333,321959.448221
2334,254133.026198
2335,269123.121095
2336,320201.091285
2337,198776.508664
2338,264472.071206
2339,219417.550192
2340,394721.365011
2341,219978.888441
2342,233750.167232
2343,224594.370029
2344,218495.122782
2345,234129.969404
2346,210624.221247
2347,199204.991729
2348,239952.952851
2349,178940.437723
2350,293313.589768
2351,263705.232782
2352,248378.109654
2353,241317.395808
2354,140248.069727
2355,147935.642724
2356,155495.153759
2357,191345.095032
2358,196880.286121
2359,137967.914406
2360,113901.235844
2361,147000.408038
2362,276883.253761
2363,140419.369256
2364,153856.869306
2365,219629.485516
2366,186811.719831
2367,225515.778345
2368,220031.545226
2369,225516.728344
2370,171219.402386
2371,167991.491863
2372,187406.71719
2373,276221.219029
2374,317012.03537
2375,250698.340051
2376,297497.66143
2377,349644.331297
2378,141387.767562
2379,216363.927271
2380,145756.74511
2381,170502.092795
2382,200502.653464
2383,205308.544998
2384,241707.308923
2385,161275.285573
2386,135336.67115
2387,133485.917962
2388,100796.43936
2389,119717.552724
2390,142106.39297
2391,142539.446068
2392,115965.632679
2393,165492.159322
2394,143635.078721
2395,198668.434736
2396,142864.688826
2397,213622.355951
2398,128654.961332
2399,70431.4071653
2400,69475.5878173
2401,116515.561343
2402,137701.851878
2403,141182.252415
2404,151173.190884
2405,157162.421132
2406,141410.63462
2407,125144.165237
2408,144287.633779
2409,124115.928638
2410,161818.913165
2411,118704.20545
2412,155466.926955
2413,131885.898251
2414,152457.275204
2415,133720.594316
2416,124757.90663
2417,133169.479909
2418,132061.51386
2419,127546.581444
2420,123437.45359
2421,140073.80304
2422,110177.024708
2423,122111.090228
2424,152658.862105
2425,199804.666381
2426,137381.845387
2427,134347.037731
2428,175463.004746
2429,115386.977079
2430,132207.891856
2431,110799.811031
2432,146497.490326
2433,147525.137534
2434,141619.884147
2435,152635.881549
2436,103894.822474
2437,105257.390432
2438,124670.177661
2439,102617.907567
2440,122119.493991
2441,96345.8920985
2442,96901.4940342
2443,119247.817153
2444,124581.979615
2445,92639.9596761
2446,138269.320477
2447,181092.076997
2448,130553.530372
2449,113506.392924
2450,145079.982496
2451,126324.648978
2452,197586.256202
